ANO_ELEICAO,NM_MUNICIPIO,SG_PARTIDO,NM_VOTAVEL,NM_PARTIDO,QT_VOTOS
2018,CRATO,#NULO#,Branco,#NULO#,1178
2018,CRATO,#NULO#,Nulo,#NULO#,2961
2018,CRATO,DC,EYMAEL,Democracia Cristã,20
2018,CRATO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,294
2018,CRATO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,497
2018,CRATO,PDT,CIRO GOMES,Partido Democrático Trabalhista,27945
2018,CRATO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,30772
2018,CRATO,NOVO,JOÃO AMOÊDO,Partido Novo,185
2018,CRATO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,9
2018,CRATO,PSL,JAIR BOLSONARO,Partido Social Liberal,7987
2018,CRATO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,292
2018,CRATO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,11
2018,CRATO,PATRI,CABO DACIOLO,Patriota,412
2018,CRATO,PODE,ALVARO DIAS,Podemos,69
2018,CRATO,REDE,MARINA SILVA,Rede Sustentabilidade,137
2018,CROATÁ,#NULO#,Branco,#NULO#,157
2018,CROATÁ,#NULO#,Nulo,#NULO#,443
2018,CROATÁ,DC,EYMAEL,Democracia Cristã,3
2018,CROATÁ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,131
2018,CROATÁ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,86
2018,CROATÁ,PDT,CIRO GOMES,Partido Democrático Trabalhista,4575
2018,CROATÁ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4007
2018,CROATÁ,NOVO,JOÃO AMOÊDO,Partido Novo,25
2018,CROATÁ,PSL,JAIR BOLSONARO,Partido Social Liberal,876
2018,CROATÁ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,CROATÁ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,CROATÁ,PATRI,CABO DACIOLO,Patriota,40
2018,CROATÁ,PODE,ALVARO DIAS,Podemos,8
2018,CROATÁ,REDE,MARINA SILVA,Rede Sustentabilidade,9
2018,CRUZ,#NULO#,Branco,#NULO#,236
2018,CRUZ,#NULO#,Nulo,#NULO#,741
2018,CRUZ,DC,EYMAEL,Democracia Cristã,6
2018,CRUZ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,60
2018,CRUZ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,129
2018,CRUZ,PDT,CIRO GOMES,Partido Democrático Trabalhista,5544
2018,CRUZ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5994
2018,CRUZ,NOVO,JOÃO AMOÊDO,Partido Novo,64
2018,CRUZ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,CRUZ,PSL,JAIR BOLSONARO,Partido Social Liberal,2383
2018,CRUZ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,30
2018,CRUZ,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,CRUZ,PATRI,CABO DACIOLO,Patriota,41
2018,CRUZ,PODE,ALVARO DIAS,Podemos,7
2018,CRUZ,REDE,MARINA SILVA,Rede Sustentabilidade,21
2018,DEPUTADO IRAPUAN PINHEIRO,#NULO#,Branco,#NULO#,104
2018,DEPUTADO IRAPUAN PINHEIRO,#NULO#,Nulo,#NULO#,206
2018,DEPUTADO IRAPUAN PINHEIRO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,31
2018,DEPUTADO IRAPUAN PINHEIRO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,27
2018,DEPUTADO IRAPUAN PINHEIRO,PDT,CIRO GOMES,Partido Democrático Trabalhista,2655
2018,DEPUTADO IRAPUAN PINHEIRO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2108
2018,DEPUTADO IRAPUAN PINHEIRO,NOVO,JOÃO AMOÊDO,Partido Novo,3
2018,DEPUTADO IRAPUAN PINHEIRO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,DEPUTADO IRAPUAN PINHEIRO,PSL,JAIR BOLSONARO,Partido Social Liberal,246
2018,DEPUTADO IRAPUAN PINHEIRO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,18
2018,DEPUTADO IRAPUAN PINHEIRO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,DEPUTADO IRAPUAN PINHEIRO,PATRI,CABO DACIOLO,Patriota,23
2018,DEPUTADO IRAPUAN PINHEIRO,PODE,ALVARO DIAS,Podemos,3
2018,DEPUTADO IRAPUAN PINHEIRO,REDE,MARINA SILVA,Rede Sustentabilidade,1
2018,ERERÊ,#NULO#,Branco,#NULO#,49
2018,ERERÊ,#NULO#,Nulo,#NULO#,129
2018,ERERÊ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,27
2018,ERERÊ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,21
2018,ERERÊ,PDT,CIRO GOMES,Partido Democrático Trabalhista,2518
2018,ERERÊ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,827
2018,ERERÊ,NOVO,JOÃO AMOÊDO,Partido Novo,3
2018,ERERÊ,PSL,JAIR BOLSONARO,Partido Social Liberal,315
2018,ERERÊ,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,1
2018,ERERÊ,PATRI,CABO DACIOLO,Patriota,8
2018,ERERÊ,PODE,ALVARO DIAS,Podemos,6
2018,ERERÊ,REDE,MARINA SILVA,Rede Sustentabilidade,7
2018,EUSÉBIO,#NULO#,Branco,#NULO#,747
2018,EUSÉBIO,#NULO#,Nulo,#NULO#,1554
2018,EUSÉBIO,DC,EYMAEL,Democracia Cristã,9
2018,EUSÉBIO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,194
2018,EUSÉBIO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,400
2018,EUSÉBIO,PDT,CIRO GOMES,Partido Democrático Trabalhista,11756
2018,EUSÉBIO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,8895
2018,EUSÉBIO,NOVO,JOÃO AMOÊDO,Partido Novo,231
2018,EUSÉBIO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,3
2018,EUSÉBIO,PSL,JAIR BOLSONARO,Partido Social Liberal,10284
2018,EUSÉBIO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,95
2018,EUSÉBIO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,9
2018,EUSÉBIO,PATRI,CABO DACIOLO,Patriota,833
2018,EUSÉBIO,PODE,ALVARO DIAS,Podemos,64
2018,EUSÉBIO,REDE,MARINA SILVA,Rede Sustentabilidade,158
2018,FARIAS BRITO,#NULO#,Branco,#NULO#,347
2018,FARIAS BRITO,#NULO#,Nulo,#NULO#,586
2018,FARIAS BRITO,DC,EYMAEL,Democracia Cristã,5
2018,FARIAS BRITO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,91
2018,FARIAS BRITO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,114
2018,FARIAS BRITO,PDT,CIRO GOMES,Partido Democrático Trabalhista,4542
2018,FARIAS BRITO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,6008
2018,FARIAS BRITO,NOVO,JOÃO AMOÊDO,Partido Novo,13
2018,FARIAS BRITO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,FARIAS BRITO,PSL,JAIR BOLSONARO,Partido Social Liberal,974
2018,FARIAS BRITO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,32
2018,FARIAS BRITO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,6
2018,FARIAS BRITO,PATRI,CABO DACIOLO,Patriota,44
2018,FARIAS BRITO,PODE,ALVARO DIAS,Podemos,11
2018,FARIAS BRITO,REDE,MARINA SILVA,Rede Sustentabilidade,30
2018,FORQUILHA,#NULO#,Branco,#NULO#,402
2018,FORQUILHA,#NULO#,Nulo,#NULO#,628
2018,FORQUILHA,DC,EYMAEL,Democracia Cristã,1
2018,FORQUILHA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,84
2018,FORQUILHA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,47
2018,FORQUILHA,PDT,CIRO GOMES,Partido Democrático Trabalhista,7123
2018,FORQUILHA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4133
2018,FORQUILHA,NOVO,JOÃO AMOÊDO,Partido Novo,10
2018,FORQUILHA,PSL,JAIR BOLSONARO,Partido Social Liberal,2424
2018,FORQUILHA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,10
2018,FORQUILHA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,FORQUILHA,PATRI,CABO DACIOLO,Patriota,83
2018,FORQUILHA,PODE,ALVARO DIAS,Podemos,9
2018,FORQUILHA,REDE,MARINA SILVA,Rede Sustentabilidade,7
2018,FORTALEZA,#NULO#,Branco,#NULO#,30703
2018,FORTALEZA,#NULO#,Nulo,#NULO#,73669
2018,FORTALEZA,DC,EYMAEL,Democracia Cristã,515
2018,FORTALEZA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,6766
2018,FORTALEZA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,15456
2018,FORTALEZA,PDT,CIRO GOMES,Partido Democrático Trabalhista,546488
2018,FORTALEZA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,263009
2018,FORTALEZA,NOVO,JOÃO AMOÊDO,Partido Novo,15402
2018,FORTALEZA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,333
2018,FORTALEZA,PSL,JAIR BOLSONARO,Partido Social Liberal,468228
2018,FORTALEZA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,7746
2018,FORTALEZA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,589
2018,FORTALEZA,PATRI,CABO DACIOLO,Patriota,24167
2018,FORTALEZA,PODE,ALVARO DIAS,Podemos,3902
2018,FORTALEZA,REDE,MARINA SILVA,Rede Sustentabilidade,9187
2018,FORTIM,#NULO#,Branco,#NULO#,172
2018,FORTIM,#NULO#,Nulo,#NULO#,549
2018,FORTIM,DC,EYMAEL,Democracia Cristã,1
2018,FORTIM,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,82
2018,FORTIM,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,74
2018,FORTIM,PDT,CIRO GOMES,Partido Democrático Trabalhista,3393
2018,FORTIM,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4055
2018,FORTIM,NOVO,JOÃO AMOÊDO,Partido Novo,30
2018,FORTIM,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,FORTIM,PSL,JAIR BOLSONARO,Partido Social Liberal,2258
2018,FORTIM,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,14
2018,FORTIM,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,3
2018,FORTIM,PATRI,CABO DACIOLO,Patriota,153
2018,FORTIM,PODE,ALVARO DIAS,Podemos,4
2018,FORTIM,REDE,MARINA SILVA,Rede Sustentabilidade,29
2018,FRECHEIRINHA,#NULO#,Branco,#NULO#,191
2018,FRECHEIRINHA,#NULO#,Nulo,#NULO#,343
2018,FRECHEIRINHA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,80
2018,FRECHEIRINHA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,56
2018,FRECHEIRINHA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4317
2018,FRECHEIRINHA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3061
2018,FRECHEIRINHA,NOVO,JOÃO AMOÊDO,Partido Novo,7
2018,FRECHEIRINHA,PSL,JAIR BOLSONARO,Partido Social Liberal,1451
2018,FRECHEIRINHA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,FRECHEIRINHA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,FRECHEIRINHA,PATRI,CABO DACIOLO,Patriota,67
2018,FRECHEIRINHA,PODE,ALVARO DIAS,Podemos,5
2018,FRECHEIRINHA,REDE,MARINA SILVA,Rede Sustentabilidade,15
2018,GENERAL SAMPAIO,#NULO#,Branco,#NULO#,65
2018,GENERAL SAMPAIO,#NULO#,Nulo,#NULO#,226
2018,GENERAL SAMPAIO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,41
2018,GENERAL SAMPAIO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,43
2018,GENERAL SAMPAIO,PDT,CIRO GOMES,Partido Democrático Trabalhista,2882
2018,GENERAL SAMPAIO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1972
2018,GENERAL SAMPAIO,NOVO,JOÃO AMOÊDO,Partido Novo,7
2018,GENERAL SAMPAIO,PSL,JAIR BOLSONARO,Partido Social Liberal,555
2018,GENERAL SAMPAIO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,8
2018,GENERAL SAMPAIO,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,GENERAL SAMPAIO,PATRI,CABO DACIOLO,Patriota,54
2018,GENERAL SAMPAIO,PODE,ALVARO DIAS,Podemos,4
2018,GENERAL SAMPAIO,REDE,MARINA SILVA,Rede Sustentabilidade,11
2018,GRAÇA,#NULO#,Branco,#NULO#,210
2018,GRAÇA,#NULO#,Nulo,#NULO#,440
2018,GRAÇA,DC,EYMAEL,Democracia Cristã,1
2018,GRAÇA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,75
2018,GRAÇA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,38
2018,GRAÇA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4945
2018,GRAÇA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2659
2018,GRAÇA,NOVO,JOÃO AMOÊDO,Partido Novo,4
2018,GRAÇA,PSL,JAIR BOLSONARO,Partido Social Liberal,545
2018,GRAÇA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,9
2018,GRAÇA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,GRAÇA,PATRI,CABO DACIOLO,Patriota,16
2018,GRAÇA,PODE,ALVARO DIAS,Podemos,8
2018,GRAÇA,REDE,MARINA SILVA,Rede Sustentabilidade,11
2018,GRANJA,#NULO#,Branco,#NULO#,1026
2018,GRANJA,#NULO#,Nulo,#NULO#,1738
2018,GRANJA,DC,EYMAEL,Democracia Cristã,3
2018,GRANJA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,231
2018,GRANJA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,307
2018,GRANJA,PDT,CIRO GOMES,Partido Democrático Trabalhista,12464
2018,GRANJA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,14639
2018,GRANJA,NOVO,JOÃO AMOÊDO,Partido Novo,53
2018,GRANJA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,6
2018,GRANJA,PSL,JAIR BOLSONARO,Partido Social Liberal,2508
2018,GRANJA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,28
2018,GRANJA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,6
2018,GRANJA,PATRI,CABO DACIOLO,Patriota,98
2018,GRANJA,PODE,ALVARO DIAS,Podemos,21
2018,GRANJA,REDE,MARINA SILVA,Rede Sustentabilidade,42
2018,GRANJEIRO,#NULO#,Branco,#NULO#,57
2018,GRANJEIRO,#NULO#,Nulo,#NULO#,117
2018,GRANJEIRO,DC,EYMAEL,Democracia Cristã,1
2018,GRANJEIRO,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,18
2018,GRANJEIRO,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,29
2018,GRANJEIRO,PDT,CIRO GOMES,Partido Democrático Trabalhista,1864
2018,GRANJEIRO,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1702
2018,GRANJEIRO,NOVO,JOÃO AMOÊDO,Partido Novo,4
2018,GRANJEIRO,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,GRANJEIRO,PSL,JAIR BOLSONARO,Partido Social Liberal,271
2018,GRANJEIRO,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,7
2018,GRANJEIRO,PATRI,CABO DACIOLO,Patriota,15
2018,GRANJEIRO,PODE,ALVARO DIAS,Podemos,4
2018,GRANJEIRO,REDE,MARINA SILVA,Rede Sustentabilidade,3
2018,GROAÍRAS,#NULO#,Branco,#NULO#,320
2018,GROAÍRAS,#NULO#,Nulo,#NULO#,480
2018,GROAÍRAS,DC,EYMAEL,Democracia Cristã,3
2018,GROAÍRAS,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,43
2018,GROAÍRAS,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,53
2018,GROAÍRAS,PDT,CIRO GOMES,Partido Democrático Trabalhista,2715
2018,GROAÍRAS,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1919
2018,GROAÍRAS,NOVO,JOÃO AMOÊDO,Partido Novo,13
2018,GROAÍRAS,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,GROAÍRAS,PSL,JAIR BOLSONARO,Partido Social Liberal,1270
2018,GROAÍRAS,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,12
2018,GROAÍRAS,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,4
2018,GROAÍRAS,PATRI,CABO DACIOLO,Patriota,33
2018,GROAÍRAS,PODE,ALVARO DIAS,Podemos,5
2018,GROAÍRAS,REDE,MARINA SILVA,Rede Sustentabilidade,16
2018,GUAIÚBA,#NULO#,Branco,#NULO#,260
2018,GUAIÚBA,#NULO#,Nulo,#NULO#,636
2018,GUAIÚBA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,71
2018,GUAIÚBA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,203
2018,GUAIÚBA,PDT,CIRO GOMES,Partido Democrático Trabalhista,4425
2018,GUAIÚBA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7501
2018,GUAIÚBA,NOVO,JOÃO AMOÊDO,Partido Novo,24
2018,GUAIÚBA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,GUAIÚBA,PSL,JAIR BOLSONARO,Partido Social Liberal,2269
2018,GUAIÚBA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,22
2018,GUAIÚBA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,5
2018,GUAIÚBA,PATRI,CABO DACIOLO,Patriota,271
2018,GUAIÚBA,PODE,ALVARO DIAS,Podemos,16
2018,GUAIÚBA,REDE,MARINA SILVA,Rede Sustentabilidade,29
2018,GUARACIABA DO NORTE,#NULO#,Branco,#NULO#,477
2018,GUARACIABA DO NORTE,#NULO#,Nulo,#NULO#,1107
2018,GUARACIABA DO NORTE,DC,EYMAEL,Democracia Cristã,11
2018,GUARACIABA DO NORTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,214
2018,GUARACIABA DO NORTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,126
2018,GUARACIABA DO NORTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,11164
2018,GUARACIABA DO NORTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,7295
2018,GUARACIABA DO NORTE,NOVO,JOÃO AMOÊDO,Partido Novo,46
2018,GUARACIABA DO NORTE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,4
2018,GUARACIABA DO NORTE,PSL,JAIR BOLSONARO,Partido Social Liberal,3269
2018,GUARACIABA DO NORTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,14
2018,GUARACIABA DO NORTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,14
2018,GUARACIABA DO NORTE,PATRI,CABO DACIOLO,Patriota,128
2018,GUARACIABA DO NORTE,PODE,ALVARO DIAS,Podemos,29
2018,GUARACIABA DO NORTE,REDE,MARINA SILVA,Rede Sustentabilidade,35
2018,GUARAMIRANGA,#NULO#,Branco,#NULO#,58
2018,GUARAMIRANGA,#NULO#,Nulo,#NULO#,125
2018,GUARAMIRANGA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,25
2018,GUARAMIRANGA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,32
2018,GUARAMIRANGA,PDT,CIRO GOMES,Partido Democrático Trabalhista,1983
2018,GUARAMIRANGA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,1746
2018,GUARAMIRANGA,NOVO,JOÃO AMOÊDO,Partido Novo,9
2018,GUARAMIRANGA,PSL,JAIR BOLSONARO,Partido Social Liberal,496
2018,GUARAMIRANGA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,GUARAMIRANGA,PATRI,CABO DACIOLO,Patriota,34
2018,GUARAMIRANGA,PODE,ALVARO DIAS,Podemos,5
2018,GUARAMIRANGA,REDE,MARINA SILVA,Rede Sustentabilidade,5
2018,HIDROLÂNDIA,#NULO#,Branco,#NULO#,143
2018,HIDROLÂNDIA,#NULO#,Nulo,#NULO#,383
2018,HIDROLÂNDIA,DC,EYMAEL,Democracia Cristã,1
2018,HIDROLÂNDIA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,57
2018,HIDROLÂNDIA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,40
2018,HIDROLÂNDIA,PDT,CIRO GOMES,Partido Democrático Trabalhista,6903
2018,HIDROLÂNDIA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,2746
2018,HIDROLÂNDIA,NOVO,JOÃO AMOÊDO,Partido Novo,10
2018,HIDROLÂNDIA,PSL,JAIR BOLSONARO,Partido Social Liberal,1461
2018,HIDROLÂNDIA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,4
2018,HIDROLÂNDIA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,HIDROLÂNDIA,PATRI,CABO DACIOLO,Patriota,111
2018,HIDROLÂNDIA,PODE,ALVARO DIAS,Podemos,4
2018,HIDROLÂNDIA,REDE,MARINA SILVA,Rede Sustentabilidade,13
2018,HORIZONTE,#NULO#,Branco,#NULO#,1110
2018,HORIZONTE,#NULO#,Nulo,#NULO#,2916
2018,HORIZONTE,DC,EYMAEL,Democracia Cristã,14
2018,HORIZONTE,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,167
2018,HORIZONTE,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,561
2018,HORIZONTE,PDT,CIRO GOMES,Partido Democrático Trabalhista,15111
2018,HORIZONTE,PT,FERNANDO HADDAD,Partido dos Trabalhadores,13044
2018,HORIZONTE,NOVO,JOÃO AMOÊDO,Partido Novo,132
2018,HORIZONTE,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
2018,HORIZONTE,PSL,JAIR BOLSONARO,Partido Social Liberal,10990
2018,HORIZONTE,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,74
2018,HORIZONTE,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,9
2018,HORIZONTE,PATRI,CABO DACIOLO,Patriota,748
2018,HORIZONTE,PODE,ALVARO DIAS,Podemos,61
2018,HORIZONTE,REDE,MARINA SILVA,Rede Sustentabilidade,148
2018,IBARETAMA,#NULO#,Branco,#NULO#,231
2018,IBARETAMA,#NULO#,Nulo,#NULO#,399
2018,IBARETAMA,DC,EYMAEL,Democracia Cristã,3
2018,IBARETAMA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,36
2018,IBARETAMA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,76
2018,IBARETAMA,PDT,CIRO GOMES,Partido Democrático Trabalhista,3201
2018,IBARETAMA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4579
2018,IBARETAMA,NOVO,JOÃO AMOÊDO,Partido Novo,6
2018,IBARETAMA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,5
2018,IBARETAMA,PSL,JAIR BOLSONARO,Partido Social Liberal,922
2018,IBARETAMA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,8
2018,IBARETAMA,PATRI,CABO DACIOLO,Patriota,71
2018,IBARETAMA,PODE,ALVARO DIAS,Podemos,4
2018,IBARETAMA,REDE,MARINA SILVA,Rede Sustentabilidade,11
2018,IBIAPINA,#NULO#,Branco,#NULO#,266
2018,IBIAPINA,#NULO#,Nulo,#NULO#,744
2018,IBIAPINA,DC,EYMAEL,Democracia Cristã,1
2018,IBIAPINA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,72
2018,IBIAPINA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,124
2018,IBIAPINA,PDT,CIRO GOMES,Partido Democrático Trabalhista,6381
2018,IBIAPINA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,3866
2018,IBIAPINA,NOVO,JOÃO AMOÊDO,Partido Novo,20
2018,IBIAPINA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,IBIAPINA,PSL,JAIR BOLSONARO,Partido Social Liberal,1609
2018,IBIAPINA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,30
2018,IBIAPINA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,1
2018,IBIAPINA,PATRI,CABO DACIOLO,Patriota,50
2018,IBIAPINA,PODE,ALVARO DIAS,Podemos,16
2018,IBIAPINA,REDE,MARINA SILVA,Rede Sustentabilidade,24
2018,IBICUITINGA,#NULO#,Branco,#NULO#,190
2018,IBICUITINGA,#NULO#,Nulo,#NULO#,392
2018,IBICUITINGA,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,24
2018,IBICUITINGA,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,74
2018,IBICUITINGA,PDT,CIRO GOMES,Partido Democrático Trabalhista,3280
2018,IBICUITINGA,PT,FERNANDO HADDAD,Partido dos Trabalhadores,4095
2018,IBICUITINGA,NOVO,JOÃO AMOÊDO,Partido Novo,12
2018,IBICUITINGA,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,1
2018,IBICUITINGA,PSL,JAIR BOLSONARO,Partido Social Liberal,1214
2018,IBICUITINGA,PSOL,GUILHERME BOULOS,Partido Socialismo e Liberdade,11
2018,IBICUITINGA,PSTU,VERA,Partido Socialista dos Trabalhadores Unificado,2
2018,IBICUITINGA,PATRI,CABO DACIOLO,Patriota,117
2018,IBICUITINGA,PODE,ALVARO DIAS,Podemos,2
2018,IBICUITINGA,REDE,MARINA SILVA,Rede Sustentabilidade,6
2018,ICAPUÍ,#NULO#,Branco,#NULO#,321
2018,ICAPUÍ,#NULO#,Nulo,#NULO#,452
2018,ICAPUÍ,MDB,HENRIQUE MEIRELLES,Movimento Democrático Brasileiro,33
2018,ICAPUÍ,PSDB,GERALDO ALCKMIN,Partido da Social Democracia Brasileira,203
2018,ICAPUÍ,PDT,CIRO GOMES,Partido Democrático Trabalhista,4452
2018,ICAPUÍ,PT,FERNANDO HADDAD,Partido dos Trabalhadores,5302
2018,ICAPUÍ,NOVO,JOÃO AMOÊDO,Partido Novo,14
2018,ICAPUÍ,PPL,JOÃO GOULART FILHO,Partido Pátria Livre,2
